date,img_name,target,video_id
20180806,1_20180806_frames000053,0,1
20180806,1_20180806_frames000054,0,1
20180806,1_20180806_frames000055,0,1
20180806,1_20180806_frames000056,0,1
20180806,1_20180806_frames000057,0,1
20180806,1_20180806_frames000058,0,1
20180806,1_20180806_frames000059,0,1
20180806,1_20180806_frames000060,0,1
20180806,1_20180806_frames000061,0,1
20180806,1_20180806_frames000062,0,1
20180806,1_20180806_frames000063,0,1
20180806,1_20180806_frames000064,0,1
20180806,1_20180806_frames000065,0,1
20180806,1_20180806_frames000066,0,1
20180806,1_20180806_frames000067,0,1
20180806,1_20180806_frames000068,0,1
20180806,1_20180806_frames000069,0,1
20180806,1_20180806_frames000070,0,1
20180806,1_20180806_frames000071,0,1
20180806,1_20180806_frames000072,0,1
20180806,1_20180806_frames000073,0,1
20180806,1_20180806_frames000074,0,1
20180806,1_20180806_frames000075,0,1
20180806,1_20180806_frames000076,0,1
20180806,1_20180806_frames000077,0,1
20180806,1_20180806_frames000078,0,1
20180806,1_20180806_frames000079,0,1
20180806,1_20180806_frames000080,0,1
20180806,1_20180806_frames000081,0,1
20180806,1_20180806_frames000082,0,1
20180806,1_20180806_frames000083,0,1
20180806,1_20180806_frames000084,0,1
20180806,1_20180806_frames000085,0,1
20180806,1_20180806_frames000086,0,1
20180806,1_20180806_frames000087,0,1
20180806,1_20180806_frames000088,0,1
20180806,1_20180806_frames000089,0,1
20180806,1_20180806_frames000090,0,1
20180806,1_20180806_frames000091,0,1
20180806,1_20180806_frames000092,0,1
20180806,1_20180806_frames000093,0,1
20180806,1_20180806_frames000094,0,1
20180806,1_20180806_frames000095,0,1
20180806,1_20180806_frames000096,0,1
20180806,1_20180806_frames000097,0,1
20180806,1_20180806_frames000098,0,1
20180806,1_20180806_frames000099,0,1
20180806,1_20180806_frames000100,0,1
20180806,1_20180806_frames000101,0,1
20180806,1_20180806_frames000102,0,1
20180806,1_20180806_frames000103,0,1
20180806,1_20180806_frames000104,0,1
20180806,1_20180806_frames000105,0,1
20180806,1_20180806_frames000106,0,1
20180806,1_20180806_frames000107,0,1
20180806,1_20180806_frames000108,0,1
20180806,1_20180806_frames000109,0,1
20180806,1_20180806_frames000110,0,1
20180806,1_20180806_frames000111,0,1
20180806,1_20180806_frames000112,0,1
20180806,1_20180806_frames000113,0,1
20180806,1_20180806_frames000114,0,1
20180806,1_20180806_frames000115,0,1
20180806,1_20180806_frames000116,0,1
20180806,1_20180806_frames000117,0,1
20180806,1_20180806_frames000118,0,1
20180806,1_20180806_frames000119,0,1
20180806,1_20180806_frames000120,0,1
20180806,1_20180806_frames000121,0,1
20180806,1_20180806_frames000122,0,1
20180806,1_20180806_frames000123,0,1
20180806,1_20180806_frames000124,0,1
20180806,1_20180806_frames000125,0,1
20180806,1_20180806_frames000126,0,1
20180806,1_20180806_frames000127,0,1
20180806,1_20180806_frames000128,0,1
20180806,1_20180806_frames000129,0,1
20180806,1_20180806_frames000130,0,1
20180806,1_20180806_frames000131,0,1
20180806,1_20180806_frames000132,0,1
20180806,1_20180806_frames000133,0,1
20180806,1_20180806_frames000134,0,1
20180806,1_20180806_frames000135,0,1
20180806,1_20180806_frames000136,0,1
20180806,1_20180806_frames000137,0,1
20180806,1_20180806_frames000138,0,1
20180806,1_20180806_frames000139,0,1
20180806,1_20180806_frames000140,0,1
20180806,1_20180806_frames000141,0,1
20180806,1_20180806_frames000142,0,1
20180806,1_20180806_frames000143,0,1
20180806,1_20180806_frames000144,0,1
20180806,1_20180806_frames000145,0,1
20180806,1_20180806_frames000146,0,1
20180806,1_20180806_frames000147,0,1
20180806,1_20180806_frames000148,0,1
20180806,1_20180806_frames000149,0,1
20180806,1_20180806_frames000150,0,1
20180806,1_20180806_frames000151,0,1
20180806,1_20180806_frames000152,0,1
20180806,1_20180806_frames000153,0,1
20180806,1_20180806_frames000154,0,1
20180806,1_20180806_frames000155,0,1
20180806,1_20180806_frames000156,0,1
20180806,1_20180806_frames000157,0,1
20180806,1_20180806_frames000158,0,1
20180806,1_20180806_frames000159,0,1
20180806,1_20180806_frames000160,0,1
20180806,1_20180806_frames000161,0,1
20180806,1_20180806_frames000162,0,1
20180806,1_20180806_frames000163,0,1
20180806,1_20180806_frames000164,0,1
20180806,1_20180806_frames000165,0,1
20180806,1_20180806_frames000166,0,1
20180806,1_20180806_frames000167,0,1
20180806,1_20180806_frames000168,0,1
20180806,1_20180806_frames000169,0,1
20180806,1_20180806_frames000170,0,1
20180806,1_20180806_frames000171,0,1
20180806,1_20180806_frames000172,0,1
20180806,1_20180806_frames000173,0,1
20180806,1_20180806_frames000174,0,1
20180806,1_20180806_frames000175,0,1
20180806,1_20180806_frames000176,0,1
20180806,1_20180806_frames000177,0,1
20180806,1_20180806_frames000178,0,1
20180806,1_20180806_frames000179,0,1
20180806,1_20180806_frames000180,0,1
20180806,1_20180806_frames000181,0,1
20180806,1_20180806_frames000182,0,1
20180806,1_20180806_frames000183,0,1
20180806,1_20180806_frames000184,0,1
20180806,1_20180806_frames000185,0,1
20180806,1_20180806_frames000186,0,1
20180806,1_20180806_frames000187,0,1
20180806,1_20180806_frames000188,0,1
20180806,1_20180806_frames000189,0,1
20180806,1_20180806_frames000190,0,1
20180806,1_20180806_frames000191,0,1
20180806,1_20180806_frames000192,0,1
20180806,1_20180806_frames000193,0,1
20180806,1_20180806_frames000194,0,1
20180806,1_20180806_frames000195,0,1
20180806,1_20180806_frames000196,0,1
20180806,1_20180806_frames000197,0,1
20180806,1_20180806_frames000198,0,1
20180806,1_20180806_frames000199,0,1
20180806,1_20180806_frames000200,0,1
20180806,1_20180806_frames000201,0,1
20180806,1_20180806_frames000202,0,1
20180806,1_20180806_frames000203,0,1
20180806,1_20180806_frames000204,0,1
20180806,1_20180806_frames000205,0,1
20180806,1_20180806_frames000206,0,1
20180806,1_20180806_frames000207,0,1
20180806,1_20180806_frames000208,0,1
20180806,1_20180806_frames000209,0,1
20180806,1_20180806_frames000210,0,1
20180806,1_20180806_frames000211,0,1
20180806,1_20180806_frames000212,0,1
20180806,1_20180806_frames000213,0,1
20180806,1_20180806_frames000214,0,1
20180806,1_20180806_frames000215,0,1
20180806,1_20180806_frames000216,0,1
20180806,1_20180806_frames000217,0,1
20180806,1_20180806_frames000218,0,1
20180806,1_20180806_frames000219,0,1
20180806,1_20180806_frames000220,0,1
20180806,1_20180806_frames000221,0,1
20180806,1_20180806_frames000222,0,1
20180806,1_20180806_frames000223,0,1
20180806,1_20180806_frames000224,0,1
20180806,1_20180806_frames000225,0,1
20180806,1_20180806_frames000226,0,1
20180806,1_20180806_frames000227,0,1
20180806,1_20180806_frames000228,0,1
20180806,1_20180806_frames000229,0,1
20180806,1_20180806_frames000230,0,1
20180806,1_20180806_frames000231,0,1
20180806,1_20180806_frames000232,0,1
20180806,1_20180806_frames000233,0,1
20180806,1_20180806_frames000234,0,1
20180806,1_20180806_frames000235,0,1
20180806,1_20180806_frames000236,0,1
20180806,1_20180806_frames000237,0,1
20180806,1_20180806_frames000238,0,1
20180806,1_20180806_frames000239,0,1
20180806,1_20180806_frames000240,0,1
20180806,1_20180806_frames000241,0,1
20180806,1_20180806_frames000242,0,1
20180806,1_20180806_frames000243,0,1
20180806,1_20180806_frames000244,0,1
20180806,1_20180806_frames000245,0,1
20180806,1_20180806_frames000246,0,1
20180806,1_20180806_frames000247,0,1
20180806,1_20180806_frames000248,0,1
20180806,1_20180806_frames000249,0,1
20180806,1_20180806_frames000250,0,1
20180806,1_20180806_frames000251,0,1
20180806,1_20180806_frames000252,0,1
20180806,1_20180806_frames000253,0,1
20180806,1_20180806_frames000254,0,1
20180806,1_20180806_frames000255,0,1
20180806,1_20180806_frames000256,0,1
20180806,1_20180806_frames000257,0,1
20180806,1_20180806_frames000258,0,1
20180806,1_20180806_frames000259,0,1
20180806,1_20180806_frames000260,0,1
20180806,1_20180806_frames000261,0,1
20180806,1_20180806_frames000262,0,1
20180806,1_20180806_frames000263,0,1
20180806,1_20180806_frames000264,0,1
20180806,1_20180806_frames000265,0,1
20180806,1_20180806_frames000266,0,1
20180806,1_20180806_frames000267,0,1
20180806,1_20180806_frames000268,0,1
20180806,1_20180806_frames000269,0,1
20180806,1_20180806_frames000270,0,1
20180806,1_20180806_frames000271,0,1
20180806,1_20180806_frames000272,0,1
20180806,1_20180806_frames000273,0,1
20180806,1_20180806_frames000274,0,1
20180806,1_20180806_frames000275,0,1
20180806,1_20180806_frames000276,0,1
20180806,1_20180806_frames000277,0,1
20180806,1_20180806_frames000278,0,1
20180806,1_20180806_frames000279,0,1
20180806,1_20180806_frames000280,0,1
20180806,1_20180806_frames000281,0,1
20180806,1_20180806_frames000282,0,1
20180806,1_20180806_frames000283,0,1
20180806,1_20180806_frames000284,0,1
20180806,1_20180806_frames000285,0,1
20180806,1_20180806_frames000286,0,1
20180806,1_20180806_frames000287,0,1
20180806,1_20180806_frames000288,0,1
20180806,1_20180806_frames000289,0,1
20180806,1_20180806_frames000290,0,1
20180806,1_20180806_frames000291,0,1
20180806,1_20180806_frames000292,0,1
20180806,1_20180806_frames000293,0,1
20180806,1_20180806_frames000294,0,1
20180806,1_20180806_frames000295,0,1
20180806,1_20180806_frames000296,0,1
20180806,1_20180806_frames000297,0,1
20180806,1_20180806_frames000298,0,1
20180806,1_20180806_frames000299,0,1
20180806,1_20180806_frames000300,0,1
20180806,1_20180806_frames000301,0,1
20180806,1_20180806_frames000302,0,1
20180806,1_20180806_frames000303,0,1
20180806,1_20180806_frames000304,0,1
20180806,1_20180806_frames000305,0,1
20180806,1_20180806_frames000306,0,1
20180806,1_20180806_frames000307,0,1
20180806,1_20180806_frames000308,0,1
20180806,1_20180806_frames000309,0,1
20180806,1_20180806_frames000310,0,1
20180806,1_20180806_frames000311,0,1
20180806,1_20180806_frames000312,0,1
20180806,1_20180806_frames000313,0,1
20180806,1_20180806_frames000314,0,1
20180806,1_20180806_frames000315,0,1
20180806,1_20180806_frames000316,0,1
20180806,1_20180806_frames000317,0,1
20180806,1_20180806_frames000318,0,1
20180806,1_20180806_frames000319,0,1
20180806,1_20180806_frames000320,0,1
20180806,1_20180806_frames000321,0,1
20180806,1_20180806_frames000322,0,1
20180806,1_20180806_frames000323,0,1
20180806,1_20180806_frames000324,0,1
20180806,1_20180806_frames000325,0,1
20180806,1_20180806_frames000326,0,1
20180806,1_20180806_frames000327,0,1
20180806,1_20180806_frames000328,0,1
20180806,1_20180806_frames000329,0,1
20180806,1_20180806_frames000330,0,1
20180806,1_20180806_frames000331,0,1
20180806,1_20180806_frames000332,0,1
20180806,1_20180806_frames000333,0,1
20180806,1_20180806_frames000334,0,1
20180806,1_20180806_frames000335,0,1
20180806,1_20180806_frames000336,0,1
20180806,1_20180806_frames000337,0,1
20180806,1_20180806_frames000338,0,1
20180806,1_20180806_frames000339,0,1
20180806,1_20180806_frames000340,0,1
20180806,1_20180806_frames000341,0,1
20180806,1_20180806_frames000342,0,1
20180806,1_20180806_frames000343,0,1
20180806,1_20180806_frames000344,0,1
20180806,1_20180806_frames000345,0,1
20180806,1_20180806_frames000346,0,1
20180806,1_20180806_frames000347,0,1
20180806,1_20180806_frames000348,0,1
20180806,1_20180806_frames000349,0,1
20180806,1_20180806_frames000350,0,1
20180806,1_20180806_frames000351,0,1
20180806,1_20180806_frames000352,0,1
20180806,1_20180806_frames000353,0,1
20180806,1_20180806_frames000354,0,1
20180806,1_20180806_frames000355,0,1
20180806,1_20180806_frames000356,0,1
20180806,1_20180806_frames000357,0,1
20180806,1_20180806_frames000358,0,1
20180806,1_20180806_frames000359,0,1
20180806,1_20180806_frames000360,0,1
20180806,1_20180806_frames000361,0,1
20180806,1_20180806_frames000362,0,1
20180806,1_20180806_frames000363,0,1
20180806,1_20180806_frames000364,0,1
20180806,1_20180806_frames000365,0,1
20180806,1_20180806_frames000366,0,1
20180806,1_20180806_frames000367,0,1
20180806,1_20180806_frames000368,0,1
20180806,1_20180806_frames000369,0,1
20180806,1_20180806_frames000370,0,1
20180806,1_20180806_frames000371,0,1
20180806,1_20180806_frames000372,0,1
20180806,1_20180806_frames000373,0,1
20180806,1_20180806_frames000374,0,1
20180806,1_20180806_frames000375,0,1
20180806,1_20180806_frames000376,0,1
20180806,1_20180806_frames000377,0,1
20180806,1_20180806_frames000378,0,1
20180806,1_20180806_frames000379,0,1
20180806,1_20180806_frames000380,0,1
20180806,1_20180806_frames000381,0,1
20180806,1_20180806_frames000382,0,1
20180806,1_20180806_frames000383,0,1
20180806,1_20180806_frames000384,0,1
20180806,1_20180806_frames000385,0,1
20180806,1_20180806_frames000386,0,1
20180806,1_20180806_frames000387,0,1
20180806,1_20180806_frames000388,0,1
20180806,1_20180806_frames000389,0,1
20180806,1_20180806_frames000390,0,1
20180806,1_20180806_frames000391,0,1
20180806,1_20180806_frames000392,0,1
20180806,1_20180806_frames000393,0,1
20180806,1_20180806_frames000394,0,1
20180806,1_20180806_frames000395,0,1
20180806,1_20180806_frames000396,0,1
20180806,1_20180806_frames000397,0,1
20180806,1_20180806_frames000398,0,1
20180806,1_20180806_frames000399,0,1
20180806,1_20180806_frames000400,0,1
20180806,1_20180806_frames000401,0,1
20180806,1_20180806_frames000402,0,1
20180806,1_20180806_frames000403,0,1
20180806,1_20180806_frames000404,0,1
20180806,1_20180806_frames000405,0,1
20180806,1_20180806_frames000406,0,1
20180806,1_20180806_frames000407,0,1
20180806,1_20180806_frames000408,0,1
20180806,1_20180806_frames000409,0,1
20180806,1_20180806_frames000410,0,1
20180806,1_20180806_frames000411,0,1
20180806,1_20180806_frames000412,0,1
20180806,1_20180806_frames000413,0,1
20180806,1_20180806_frames000414,0,1
20180806,1_20180806_frames000415,0,1
20180806,1_20180806_frames000416,0,1
20180806,1_20180806_frames000417,0,1
20180806,1_20180806_frames000418,0,1
20180806,1_20180806_frames000419,0,1
20180806,1_20180806_frames000420,0,1
20180806,1_20180806_frames000421,0,1
20180806,1_20180806_frames000422,0,1
20180806,1_20180806_frames000423,0,1
20180806,1_20180806_frames000424,0,1
20180806,1_20180806_frames000425,0,1
20180806,1_20180806_frames000426,0,1
20180806,1_20180806_frames000427,0,1
20180806,1_20180806_frames000428,0,1
20180806,1_20180806_frames000429,0,1
20180806,1_20180806_frames000430,0,1
20180806,1_20180806_frames000431,0,1
20180806,1_20180806_frames000432,0,1
20180806,1_20180806_frames000433,0,1
20180806,1_20180806_frames000434,0,1
20180806,1_20180806_frames000435,0,1
20180806,1_20180806_frames000436,0,1
20180806,1_20180806_frames000437,0,1
20180806,1_20180806_frames000438,0,1
20180806,1_20180806_frames000439,0,1
20180806,1_20180806_frames000440,0,1
20180806,1_20180806_frames000441,0,1
20180806,1_20180806_frames000442,0,1
20180806,1_20180806_frames000443,0,1
20180806,1_20180806_frames000444,0,1
20180806,1_20180806_frames000445,0,1
20180806,1_20180806_frames000446,0,1
20180806,1_20180806_frames000447,0,1
20180806,1_20180806_frames000448,0,1
20180806,1_20180806_frames000449,0,1
20180806,1_20180806_frames000450,0,1
20180806,1_20180806_frames000451,0,1
20180806,1_20180806_frames000452,0,1
20180806,1_20180806_frames000453,0,1
20180806,1_20180806_frames000454,0,1
20180806,1_20180806_frames000455,0,1
20180806,1_20180806_frames000456,0,1
20180806,1_20180806_frames000457,0,1
20180806,1_20180806_frames000458,0,1
20180806,1_20180806_frames000459,0,1
20180806,1_20180806_frames000460,0,1
20180806,1_20180806_frames000461,0,1
20180806,1_20180806_frames000462,0,1
20180806,1_20180806_frames000463,0,1
20180806,1_20180806_frames000464,0,1
20180806,1_20180806_frames000465,0,1
20180806,1_20180806_frames000466,0,1
20180806,1_20180806_frames000467,0,1
20180806,1_20180806_frames000468,0,1
20180806,1_20180806_frames000469,0,1
20180806,1_20180806_frames000470,0,1
20180806,1_20180806_frames000471,0,1
20180806,1_20180806_frames000472,0,1
20180806,1_20180806_frames000473,0,1
20180806,1_20180806_frames000474,0,1
20180806,1_20180806_frames000475,0,1
20180806,1_20180806_frames000476,0,1
20180806,1_20180806_frames000477,0,1
20180806,1_20180806_frames000478,0,1
20180806,1_20180806_frames000479,0,1
20180806,1_20180806_frames000480,0,1
20180806,1_20180806_frames000481,0,1
20180806,1_20180806_frames000482,0,1
20180806,1_20180806_frames000483,0,1
20180806,1_20180806_frames000484,0,1
20180806,1_20180806_frames000485,0,1
20180806,1_20180806_frames000486,0,1
20180806,1_20180806_frames000487,0,1
20180806,1_20180806_frames000488,0,1
20180806,1_20180806_frames000489,0,1
20180806,1_20180806_frames000490,0,1
20180806,1_20180806_frames000491,0,1
20180806,1_20180806_frames000492,0,1
20180806,1_20180806_frames000493,0,1
20180806,1_20180806_frames000494,0,1
20180806,1_20180806_frames000495,0,1
20180806,1_20180806_frames000496,0,1
20180806,1_20180806_frames000497,0,1
20180806,1_20180806_frames000498,0,1
20180806,1_20180806_frames000499,0,1
20180806,1_20180806_frames000500,0,1
20180806,1_20180806_frames000501,0,1
20180806,1_20180806_frames000502,0,1
20180806,1_20180806_frames000503,0,1
20180806,1_20180806_frames000504,0,1
20180806,1_20180806_frames000505,0,1
20180806,1_20180806_frames000506,0,1
20180806,1_20180806_frames000507,0,1
20180806,1_20180806_frames000508,0,1
20180806,1_20180806_frames000509,0,1
20180806,1_20180806_frames000510,0,1
20180806,1_20180806_frames000511,0,1
20180806,1_20180806_frames000512,0,1
20180806,1_20180806_frames000513,0,1
20180806,1_20180806_frames000514,0,1
20180806,1_20180806_frames000515,0,1
20180806,1_20180806_frames000516,0,1
20180806,1_20180806_frames000517,0,1
20180806,1_20180806_frames000518,0,1
20180806,1_20180806_frames000519,0,1
20180806,1_20180806_frames000520,0,1
20180806,1_20180806_frames000521,0,1
20180806,1_20180806_frames000522,0,1
20180806,1_20180806_frames000523,0,1
20180806,1_20180806_frames000524,0,1
20180806,1_20180806_frames000525,0,1
20180806,1_20180806_frames000526,0,1
20180806,1_20180806_frames000527,0,1
20180806,1_20180806_frames000528,0,1
20180806,1_20180806_frames000529,0,1
20180806,1_20180806_frames000530,0,1
20180806,1_20180806_frames000531,0,1
20180806,1_20180806_frames000532,0,1
20180806,1_20180806_frames000533,0,1
20180806,1_20180806_frames000534,0,1
20180806,1_20180806_frames000535,0,1
20180806,1_20180806_frames000536,0,1
20180806,1_20180806_frames000537,0,1
20180806,1_20180806_frames000538,0,1
20180806,1_20180806_frames000539,0,1
20180806,1_20180806_frames000540,0,1
20180806,1_20180806_frames000541,0,1
20180806,1_20180806_frames000542,0,1
20180806,1_20180806_frames000543,0,1
20180806,1_20180806_frames000544,0,1
20180806,1_20180806_frames000545,0,1
20180806,1_20180806_frames000546,0,1
20180806,1_20180806_frames000547,0,1
20180806,1_20180806_frames000548,0,1
20180806,1_20180806_frames000549,0,1
20180806,1_20180806_frames000550,0,1
20180806,1_20180806_frames000551,0,1
20180806,1_20180806_frames000552,0,1
20180806,1_20180806_frames000553,0,1
20180806,1_20180806_frames000554,0,1
20180806,1_20180806_frames000555,0,1
20180806,1_20180806_frames000556,0,1
20180806,1_20180806_frames000557,0,1
20180806,1_20180806_frames000558,0,1
20180806,1_20180806_frames000559,0,1
20180806,1_20180806_frames000560,0,1
20180806,1_20180806_frames000561,0,1
20180806,1_20180806_frames000562,0,1
20180806,1_20180806_frames000563,0,1
20180806,1_20180806_frames000564,0,1
20180806,1_20180806_frames000565,0,1
20180806,1_20180806_frames000566,0,1
20180806,1_20180806_frames000567,0,1
20180806,1_20180806_frames000568,0,1
20180806,1_20180806_frames000569,0,1
20180806,1_20180806_frames000570,0,1
20180806,1_20180806_frames000571,0,1
20180806,1_20180806_frames000572,0,1
20180806,1_20180806_frames000573,0,1
20180806,1_20180806_frames000574,0,1
20180806,1_20180806_frames000575,0,1
20180806,1_20180806_frames000576,0,1
20180806,1_20180806_frames000577,0,1
20180806,1_20180806_frames000578,0,1
20180806,1_20180806_frames000579,0,1
20180806,1_20180806_frames000580,0,1
20180806,1_20180806_frames000581,0,1
20180806,1_20180806_frames000582,0,1
20180806,1_20180806_frames000583,0,1
20180806,1_20180806_frames000584,0,1
20180806,1_20180806_frames000585,0,1
20180806,1_20180806_frames000586,0,1
20180806,1_20180806_frames000587,0,1
20180806,1_20180806_frames000588,0,1
20180806,1_20180806_frames000589,0,1
20180806,1_20180806_frames000590,0,1
20180806,1_20180806_frames000591,0,1
20180806,1_20180806_frames000592,0,1
20180806,1_20180806_frames000593,0,1
20180806,1_20180806_frames000594,0,1
20180806,1_20180806_frames000595,0,1
20180806,1_20180806_frames000596,0,1
20180806,1_20180806_frames000597,0,1
20180806,1_20180806_frames000598,0,1
20180806,1_20180806_frames000599,0,1
20180806,1_20180806_frames000600,0,1
20180806,1_20180806_frames000601,0,1
20180806,1_20180806_frames000602,0,1
20180806,1_20180806_frames000603,0,1
20180806,1_20180806_frames000604,0,1
20180806,1_20180806_frames000605,0,1
20180806,1_20180806_frames000606,0,1
20180806,1_20180806_frames000607,0,1
20180806,1_20180806_frames000608,0,1
20180806,1_20180806_frames000609,0,1
20180806,1_20180806_frames000610,0,1
20180806,1_20180806_frames000611,0,1
20180806,1_20180806_frames000612,0,1
20180806,1_20180806_frames000613,0,1
20180806,1_20180806_frames000614,0,1
20180806,1_20180806_frames000615,0,1
20180806,1_20180806_frames000616,0,1
20180806,1_20180806_frames000617,0,1
20180806,1_20180806_frames000618,0,1
20180806,1_20180806_frames000619,0,1
20180806,1_20180806_frames000620,0,1
20180806,1_20180806_frames000621,0,1
20180806,1_20180806_frames000622,0,1
20180806,1_20180806_frames000623,0,1
20180806,1_20180806_frames000624,0,1
20180806,1_20180806_frames000625,0,1
20180806,1_20180806_frames000626,0,1
20180806,1_20180806_frames000627,0,1
20180806,1_20180806_frames000628,0,1
20180806,1_20180806_frames000629,0,1
20180806,1_20180806_frames000630,0,1
20180806,1_20180806_frames000631,0,1
20180806,1_20180806_frames000632,0,1
20180806,1_20180806_frames000633,0,1
20180806,1_20180806_frames000634,0,1
20180806,1_20180806_frames000635,0,1
20180806,1_20180806_frames000636,0,1
20180806,1_20180806_frames000637,0,1
20180806,1_20180806_frames000638,0,1
20180806,1_20180806_frames000639,0,1
20180806,1_20180806_frames000640,0,1
20180806,1_20180806_frames000641,0,1
20180806,1_20180806_frames000642,0,1
20180806,1_20180806_frames000643,0,1
20180806,1_20180806_frames000644,0,1
20180806,1_20180806_frames000645,0,1
20180806,1_20180806_frames000646,0,1
20180806,1_20180806_frames000647,0,1
20180806,1_20180806_frames000648,0,1
20180806,1_20180806_frames000649,0,1
20180806,1_20180806_frames000650,0,1
20180806,1_20180806_frames000651,0,1
20180806,1_20180806_frames000652,0,1
20180806,1_20180806_frames000653,0,1
20180806,1_20180806_frames000654,0,1
20180806,1_20180806_frames000655,0,1
20180806,1_20180806_frames000656,0,1
20180806,1_20180806_frames000657,0,1
20180806,1_20180806_frames000658,0,1
20180806,1_20180806_frames000659,0,1
20180806,1_20180806_frames000660,0,1
20180806,1_20180806_frames000661,0,1
20180806,1_20180806_frames000662,0,1
20180806,1_20180806_frames000663,0,1
20180806,1_20180806_frames000664,0,1
20180806,1_20180806_frames000665,0,1
20180806,1_20180806_frames000666,0,1
20180806,1_20180806_frames000667,0,1
20180806,1_20180806_frames000668,0,1
20180806,1_20180806_frames000669,0,1
20180806,1_20180806_frames000670,0,1
20180806,1_20180806_frames000671,0,1
20180806,1_20180806_frames000672,0,1
20180806,1_20180806_frames000673,0,1
20180806,1_20180806_frames000674,0,1
20180806,1_20180806_frames000675,0,1
20180806,1_20180806_frames000676,0,1
20180806,1_20180806_frames000677,0,1
20180806,1_20180806_frames000678,0,1
20180806,1_20180806_frames000679,0,1
20180806,1_20180806_frames000680,0,1
20180806,1_20180806_frames000681,0,1
20180806,1_20180806_frames000682,0,1
20180806,1_20180806_frames000683,0,1
20180806,1_20180806_frames000684,0,1
20180806,1_20180806_frames000685,0,1
20180806,1_20180806_frames000686,0,1
20180806,1_20180806_frames000687,0,1
20180806,1_20180806_frames000688,0,1
20180806,1_20180806_frames000689,0,1
20180806,1_20180806_frames000690,0,1
20180806,1_20180806_frames000691,0,1
20180806,1_20180806_frames000692,0,1
20180806,1_20180806_frames000693,0,1
20180806,1_20180806_frames000694,0,1
20180806,1_20180806_frames000695,0,1
20180806,1_20180806_frames000696,0,1
20180806,1_20180806_frames000697,0,1
20180806,1_20180806_frames000698,0,1
20180806,1_20180806_frames000699,0,1
20180806,1_20180806_frames000700,0,1
20180806,1_20180806_frames000701,0,1
20180806,1_20180806_frames000702,0,1
20180806,1_20180806_frames000703,0,1
20180806,1_20180806_frames000704,0,1
20180806,1_20180806_frames000705,0,1
20180806,1_20180806_frames000706,0,1
20180806,1_20180806_frames000707,0,1
20180806,1_20180806_frames000708,0,1
20180806,1_20180806_frames000709,0,1
20180806,1_20180806_frames000711,1,1
20180806,1_20180806_frames000712,1,1
20180806,1_20180806_frames000713,1,1
20180806,1_20180806_frames000714,1,1
20180806,1_20180806_frames000715,1,1
20180806,1_20180806_frames000716,1,1
20180806,1_20180806_frames000717,1,1
20180806,1_20180806_frames000718,1,1
20180806,1_20180806_frames000719,1,1
20180806,1_20180806_frames000720,1,1
20180806,1_20180806_frames000721,1,1
20180806,1_20180806_frames000722,1,1
20180806,1_20180806_frames000723,1,1
20180806,1_20180806_frames000724,1,1
20180806,1_20180806_frames000725,1,1
20180806,1_20180806_frames000726,1,1
20180806,1_20180806_frames000727,1,1
20180806,1_20180806_frames000728,1,1
20180806,1_20180806_frames000729,1,1
20180806,1_20180806_frames000730,1,1
20180806,1_20180806_frames000731,1,1
20180806,1_20180806_frames000732,1,1
20180806,1_20180806_frames000733,1,1
20180806,1_20180806_frames000734,1,1
20180806,1_20180806_frames000735,1,1
