video_id,video_path,image_path,action,person_id,x1,y1,w,h
34,34_20190110_frames103839,34_20190110_frames103857,rubbing_hands,0,294.454,82.3883,103.63799999999998,304.64869999999996
34,34_20190110_frames103839,34_20190110_frames103858,rubbing_hands,0,293.35400000000004,83.7119,108.80099999999993,307.61809999999997
34,34_20190110_frames103839,34_20190110_frames103859,rubbing_hands,0,293.661,85.77799999999999,107.40499999999997,307.08000000000004
34,34_20190110_frames103839,34_20190110_frames103860,rubbing_hands,0,293.505,82.9601,108.94599999999997,310.5209
34,34_20190110_frames103839,34_20190110_frames103861,rubbing_hands,0,293.885,84.4296,114.33500000000004,305.8474
34,34_20190110_frames103839,34_20190110_frames103862,rubbing_hands,0,292.047,84.5132,116.49999999999994,303.95480000000003
34,34_20190110_frames103839,34_20190110_frames103863,rubbing_hands,0,290.697,84.5044,124.15999999999997,304.7256
34,34_20190110_frames103839,34_20190110_frames103864,rubbing_hands,0,292.34,86.9678,115.38100000000003,302.0032
34,34_20190110_frames103839,34_20190110_frames103865,rubbing_hands,0,292.145,86.0176,114.34100000000001,302.40439999999995
34,34_20190110_frames103839,34_20190110_frames103866,rubbing_hands,0,293.36,87.4173,110.32900000000001,302.1417
34,34_20190110_frames103839,34_20190110_frames103867,rubbing_hands,0,291.538,86.9031,116.44200000000001,300.1739
34,34_20190110_frames103839,34_20190110_frames103868,rubbing_hands,0,292.319,85.2874,117.99199999999996,305.8066
34,34_20190110_frames103839,34_20190110_frames103869,rubbing_hands,0,291.487,85.9637,114.50999999999993,306.57529999999997
34,34_20190110_frames103839,34_20190110_frames103870,rubbing_hands,0,291.028,87.1463,116.48799999999994,299.3907
34,34_20190110_frames103839,34_20190110_frames103871,rubbing_hands,0,291.86400000000003,87.5968,108.65599999999995,304.8932
34,34_20190110_frames103839,34_20190110_frames103872,rubbing_hands,0,292.904,88.4105,106.39699999999999,297.3675
34,34_20190110_frames103839,34_20190110_frames103873,rubbing_hands,0,290.95799999999997,86.3622,113.78800000000001,301.9018
34,34_20190110_frames103839,34_20190110_frames103874,rubbing_hands,0,289.916,86.4827,113.93700000000001,299.96530000000007
34,34_20190110_frames103839,34_20190110_frames103875,rubbing_hands,0,290.228,85.5964,114.005,308.2516
34,34_20190110_frames103839,34_20190110_frames103876,rubbing_hands,0,291.971,86.2828,104.99000000000001,304.0412
34,34_20190110_frames103839,34_20190110_frames103877,rubbing_hands,0,289.664,82.9755,112.08799999999997,299.5295
34,34_20190110_frames103839,34_20190110_frames103878,rubbing_hands,0,287.601,88.3034,117.46599999999995,295.1096
34,34_20190110_frames103839,34_20190110_frames103879,rubbing_hands,0,286.914,97.3513,118.471,287.63370000000003
34,34_20190110_frames103839,34_20190110_frames103880,rubbing_hands,0,286.592,101.62899999999999,117.27600000000007,282.227
34,34_20190110_frames110304,34_20190110_frames110304,other_action,0,64.8723,71.9325,92.58670000000001,269.7205
34,34_20190110_frames110304,34_20190110_frames110304,other_action,2,208.593,36.5196,90.285,181.7164
34,34_20190110_frames110304,34_20190110_frames110304,rubbing_hands,3,346.681,108.286,135.90300000000002,149.567
34,34_20190110_frames110304,34_20190110_frames110305,other_action,0,68.1556,74.5012,86.7144,266.12780000000004
34,34_20190110_frames110304,34_20190110_frames110305,other_action,2,206.56900000000002,42.8262,89.94999999999999,176.55679999999998
34,34_20190110_frames110304,34_20190110_frames110305,rubbing_hands,3,346.824,109.046,135.04799999999994,151.58999999999997
34,34_20190110_frames110304,34_20190110_frames110306,other_action,0,66.5687,72.6259,89.1103,275.87109999999996
34,34_20190110_frames110304,34_20190110_frames110306,other_action,2,207.646,45.3638,91.05800000000002,176.61419999999998
34,34_20190110_frames110304,34_20190110_frames110306,rubbing_hands,3,348.909,106.307,131.14299999999997,153.32299999999998
34,34_20190110_frames110304,34_20190110_frames110307,other_action,0,71.1839,73.178,84.64410000000001,284.63899999999995
34,34_20190110_frames110304,34_20190110_frames110307,other_action,2,208.888,40.7748,87.297,179.6482
34,34_20190110_frames110304,34_20190110_frames110307,rubbing_hands,3,329.779,100.92399999999999,149.9311449275,166.9165797101
34,34_20190110_frames110304,34_20190110_frames110308,other_action,0,65.9989,70.7352,93.12310000000001,272.4958
34,34_20190110_frames110304,34_20190110_frames110308,other_action,2,210.019,42.7027,89.76999999999998,177.56930000000003
34,34_20190110_frames110304,34_20190110_frames110308,rubbing_hands,3,327.29200000000003,99.0825,130.67901449279998,183.97547101450004
34,34_20190110_frames110304,34_20190110_frames110309,other_action,0,63.9314,77.1301,97.8486,265.42089999999996
34,34_20190110_frames110304,34_20190110_frames110309,other_action,2,209.988,42.8139,89.23700000000002,178.39810000000003
34,34_20190110_frames110304,34_20190110_frames110309,rubbing_hands,3,327.281,102.661,125.6175507246,172.42595652169996
34,34_20190110_frames110304,34_20190110_frames110310,other_action,0,66.5335,79.6823,99.1215,268.1577
34,34_20190110_frames110304,34_20190110_frames110310,other_action,2,209.59900000000002,41.9138,104.083,190.4402
34,34_20190110_frames110304,34_20190110_frames110310,rubbing_hands,3,327.80800000000005,96.8646,120.04199999999997,167.1784
34,34_20190110_frames110304,34_20190110_frames110311,other_action,0,63.4469,83.2272,104.25109999999998,268.85580000000004
34,34_20190110_frames110304,34_20190110_frames110311,other_action,2,210.377,41.7326,91.856,179.5294
34,34_20190110_frames110304,34_20190110_frames110311,rubbing_hands,3,325.491,103.148,124.62900000000002,155.44199999999998
34,34_20190110_frames110304,34_20190110_frames110312,other_action,0,61.2856,77.1857,109.43039999999998,273.1943
34,34_20190110_frames110304,34_20190110_frames110312,other_action,2,209.05599999999998,45.6602,94.64800000000002,176.1128
34,34_20190110_frames110304,34_20190110_frames110312,rubbing_hands,3,326.849,98.01299999999999,115.50500000000005,157.07999999999998
34,34_20190110_frames110304,34_20190110_frames110313,other_action,0,60.9143,77.39699999999999,110.9127,274.238
34,34_20190110_frames110304,34_20190110_frames110313,other_action,2,208.956,45.8206,91.076,176.3644
34,34_20190110_frames110304,34_20190110_frames110313,rubbing_hands,3,326.066,103.88,112.42099999999999,147.536
34,34_20190110_frames110304,34_20190110_frames110314,other_action,0,60.4107,76.5577,109.25229999999999,275.2713
34,34_20190110_frames110304,34_20190110_frames110314,other_action,2,208.99400000000003,43.3057,91.93399999999997,178.5183
34,34_20190110_frames110304,34_20190110_frames110314,rubbing_hands,3,326.095,106.428,114.01800000000003,143.70100000000002
34,34_20190110_frames110304,34_20190110_frames110315,other_action,0,59.6832,75.5815,109.78580000000002,274.3225
34,34_20190110_frames110304,34_20190110_frames110315,other_action,2,209.235,42.9156,97.75900000000001,182.9314
34,34_20190110_frames110304,34_20190110_frames110315,rubbing_hands,3,315.9420289855,99.72463768120001,118.19797101450001,145.8633623188
34,34_20190110_frames110304,34_20190110_frames110316,other_action,0,50.7764,73.7162,114.3466,274.1878
34,34_20190110_frames110304,34_20190110_frames110316,other_action,2,209.386,43.3261,90.10400000000001,180.41989999999998
34,34_20190110_frames110304,34_20190110_frames110316,rubbing_hands,3,301.4492753623,96.10144927540001,133.48172463769998,147.64755072460002
34,34_20190110_frames110304,34_20190110_frames110317,other_action,0,61.6787,75.0744,105.04530000000003,273.0226
34,34_20190110_frames110304,34_20190110_frames110317,rubbing_hands,3,303.561,98.4626,124.05400000000003,146.60739999999998
34,34_20190110_frames110304,34_20190110_frames110317,other_action,2,209.243,42.9248,94.11900000000003,181.1492
34,34_20190110_frames110304,34_20190110_frames110318,other_action,0,47.0863,66.8188,114.67670000000001,278.92719999999997
34,34_20190110_frames110304,34_20190110_frames110318,other_action,2,209.528,43.1006,107.79499999999999,186.64640000000003
34,34_20190110_frames110304,34_20190110_frames110318,rubbing_hands,3,297.1014492754,100.4492753623,124.61155072460002,144.8327246377
34,34_20190110_frames110304,34_20190110_frames110319,other_action,0,57.5724,70.9409,111.92960000000001,279.67710000000005
34,34_20190110_frames110304,34_20190110_frames110319,rubbing_hands,3,300.72463768119997,99.72463768120001,117.17036231880002,154.02636231879995
34,34_20190110_frames110304,34_20190110_frames110319,other_action,2,209.018,42.6275,107.84700000000001,185.7825
34,34_20190110_frames110304,34_20190110_frames110320,other_action,0,58.6129623188,70.8178,111.9834,280.6512
34,34_20190110_frames110304,34_20190110_frames110320,other_action,2,208.15599999999998,45.3514,96.751,181.02459999999996
34,34_20190110_frames110304,34_20190110_frames110320,rubbing_hands,3,293.414,102.29700000000001,108.64900000000006,181.06
34,34_20190110_frames110304,34_20190110_frames110321,other_action,0,59.1543376812,72.4603,103.64530000000002,280.98169999999993
34,34_20190110_frames110304,34_20190110_frames110321,other_action,2,207.454,43.2019,101.512,184.3631
34,34_20190110_frames110304,34_20190110_frames110321,rubbing_hands,3,269.5652173913,102.6231884058,123.01968115940002,181.5138115942
34,34_20190110_frames110304,34_20190110_frames110322,other_action,0,54.9864,71.4809,95.4296,282.13009999999997
34,34_20190110_frames110304,34_20190110_frames110322,other_action,2,206.6110869565,42.2701376812,83.97399999999999,167.9535
34,34_20190110_frames110304,34_20190110_frames110322,rubbing_hands,3,268.8405797101,106.2463768116,121.46942028990003,194.99562318840003
34,34_20190110_frames110304,34_20190110_frames110323,other_action,0,54.7564,73.5881,97.8556,292.24490000000003
34,34_20190110_frames110304,34_20190110_frames110323,other_action,2,205.87400000000002,47.4203,103.62699999999995,167.7067
34,34_20190110_frames110304,34_20190110_frames110323,rubbing_hands,3,264.4927536232,100.4492753623,118.1142463768,204.3007246377
34,34_20190110_frames110304,34_20190110_frames110324,other_action,0,51.1187623188,75.8428,97.55859999999998,289.1912
34,34_20190110_frames110304,34_20190110_frames110324,other_action,2,208.368,42.2553,92.971,161.2297
34,34_20190110_frames110304,34_20190110_frames110324,rubbing_hands,3,258.6956521739,104.7971014493,117.67434782610002,201.86489855070005
34,34_20190110_frames110304,34_20190110_frames110325,other_action,0,51.1623,74.2245,97.5057,293.56950000000006
34,34_20190110_frames110304,34_20190110_frames110325,other_action,2,210.239,41.1722,85.28799999999998,170.9528
34,34_20190110_frames110304,34_20190110_frames110325,rubbing_hands,3,266.6666666667,104.7971014493,110.9033333333,199.88289855070002
34,34_20190110_frames110304,34_20190110_frames110326,other_action,0,53.358999999999995,72.7675,90.11926086959998,292.17452898550005
34,34_20190110_frames110304,34_20190110_frames110326,other_action,2,209.815,43.678999999999995,104.38400000000001,170.926
34,34_20190110_frames110304,34_20190110_frames110326,rubbing_hands,3,255.79710144930002,104.7971014493,118.63489855069994,199.9148985507
34,34_20190110_frames110304,34_20190110_frames110327,other_action,0,46.6964,72.5628,90.98475942030002,282.95893913040004
34,34_20190110_frames110304,34_20190110_frames110327,rubbing_hands,3,268.17905797099996,101.28336231879999,99.21224637680001,201.33982608700003
34,34_20190110_frames110304,34_20190110_frames110327,other_action,2,211.41400000000002,46.5415,97.083,168.2305
34,34_20190110_frames110304,34_20190110_frames110328,other_action,0,46.996,73.3102,89.96052173909999,278.5883507246
34,34_20190110_frames110304,34_20190110_frames110328,other_action,2,210.551,41.6613,89.28199999999998,173.4737
34,34_20190110_frames110304,34_20190110_frames110328,rubbing_hands,3,273.1884057971,101.89855072459999,95.16559420290002,199.55744927539996
34,34_20190110_frames110304,34_20190110_frames110329,other_action,0,47.3747,72.2066623188,91.7557347826,277.5179753624
34,34_20190110_frames110304,34_20190110_frames110329,rubbing_hands,3,274.1644347826,102.402,90.32831884059999,200.945826087
34,34_20190110_frames110304,34_20190110_frames110329,other_action,2,211.09799999999998,43.0931,88.655,172.62090000000003
34,34_20190110_frames110304,34_20190110_frames110330,other_action,0,46.7122,74.8795,103.03980000000001,286.0825
34,34_20190110_frames110304,34_20190110_frames110330,other_action,2,210.61900000000003,44.1902,90.37599999999998,168.0408
34,34_20190110_frames110304,34_20190110_frames110330,rubbing_hands,3,272.4637681159,105.52173913040001,95.5052318841,196.49626086959995
34,34_20190110_frames110304,34_20190110_frames110331,other_action,0,46.6638,73.5527,106.8492,288.90329999999994
34,34_20190110_frames110304,34_20190110_frames110331,rubbing_hands,3,270.2811594203,100.73363768120001,92.76231884059996,206.2373768116
34,34_20190110_frames110304,34_20190110_frames110331,other_action,2,210.11599999999999,43.5364,83.46499999999997,176.2776
34,34_20190110_frames110304,34_20190110_frames110332,other_action,0,47.7011,71.2224,104.30090000000001,292.84959999999995
34,34_20190110_frames110304,34_20190110_frames110332,rubbing_hands,3,254.46742028990002,102.9968115942,110.74997101439999,194.55391304350002
34,34_20190110_frames110304,34_20190110_frames110332,other_action,2,210.25099999999998,44.7246,83.93600000000004,178.2224
34,34_20190110_frames110304,34_20190110_frames110333,other_action,0,47.7163,73.0111,102.71470000000002,290.54589999999996
34,34_20190110_frames110304,34_20190110_frames110333,other_action,2,210.03,45.5853,101.525,172.25870000000003
34,34_20190110_frames110304,34_20190110_frames110333,rubbing_hands,3,259.9418550725,99.1689,103.82626086949995,203.4542884058
34,34_20190110_frames110304,34_20190110_frames110334,other_action,0,47.3979623188,71.4148,99.67039999999999,296.7832
34,34_20190110_frames110304,34_20190110_frames110334,other_action,2,210.273,43.8909,97.78,180.1861
34,34_20190110_frames110304,34_20190110_frames110334,rubbing_hands,3,267.3353333333,101.0349884058,98.60669565220002,207.38530144930002
34,34_20190110_frames110304,34_20190110_frames110335,other_action,0,49.3039,72.6654,100.6661,300.1246
34,34_20190110_frames110304,34_20190110_frames110335,other_action,2,209.05900000000003,43.8903,76.74000000000001,173.7147
34,34_20190110_frames110304,34_20190110_frames110335,rubbing_hands,3,271.9876231884,97.6581,94.6790434783,208.5882768116
34,34_20190110_frames110304,34_20190110_frames110336,other_action,0,47.4295,73.77199999999999,101.0565,293.827
34,34_20190110_frames110304,34_20190110_frames110336,other_action,2,209.81799999999998,44.4131,87.67900000000003,175.4599
34,34_20190110_frames110304,34_20190110_frames110336,rubbing_hands,3,265.45507246380004,98.1634,99.03768115939994,205.90906376810003
34,34_20190110_frames110304,34_20190110_frames110337,other_action,0,46.7446,72.7312,102.34140000000002,295.01680000000005
34,34_20190110_frames110304,34_20190110_frames110337,other_action,2,209.43400000000003,42.3074,97.50599999999997,170.4706
34,34_20190110_frames110304,34_20190110_frames110337,rubbing_hands,3,256.0631594203,97.3297,109.15423188400001,205.29348840580002
34,34_20190110_frames110304,34_20190110_frames110338,other_action,0,45.5101,72.1503,100.07390000000001,297.8487
34,34_20190110_frames110304,34_20190110_frames110338,other_action,2,209.185,42.2934,93.16700000000003,165.2926
34,34_20190110_frames110304,34_20190110_frames110338,rubbing_hands,3,249.83268115939998,98.48673768120001,113.93543478259997,204.13645072460002
34,34_20190110_frames110304,34_20190110_frames110339,other_action,0,45.1432,71.1264,98.40880000000001,300.41360000000003
34,34_20190110_frames110304,34_20190110_frames110339,other_action,2,207.725,45.5512,100.34400000000002,162.62380000000002
34,34_20190110_frames110304,34_20190110_frames110339,rubbing_hands,3,245.6739710145,92.9391246377,118.09414492749994,210.4087014493
34,34_20190110_frames110304,34_20190110_frames110340,other_action,0,44.9851,73.9418,95.5699,295.0832
34,34_20190110_frames110304,34_20190110_frames110340,other_action,2,208.428,39.9216,92.37100000000004,173.1164
34,34_20190110_frames110304,34_20190110_frames110340,rubbing_hands,3,259.997173913,93.2032,102.44400000000007,213.29580000000004
34,34_20190110_frames110304,34_20190110_frames110341,other_action,0,45.1764,72.2231,95.9256,295.0369
34,34_20190110_frames110304,34_20190110_frames110341,other_action,2,207.03599999999997,41.8867,94.47999999999999,171.83429999999998
34,34_20190110_frames110304,34_20190110_frames110341,rubbing_hands,3,258.6956521739,103.347826087,107.08734782610003,201.148173913
34,34_20190110_frames110304,34_20190110_frames110342,other_action,0,44.3749,71.671,98.1051,294.233
34,34_20190110_frames110304,34_20190110_frames110342,other_action,2,206.94299999999998,42.1558,90.52600000000001,170.5732
34,34_20190110_frames110304,34_20190110_frames110342,rubbing_hands,3,264.39599999999996,99.5093,101.22300000000007,207.8037
34,34_20190110_frames110304,34_20190110_frames110343,other_action,0,47.0197,72.9735,95.2113,293.1295
34,34_20190110_frames110304,34_20190110_frames110343,other_action,2,207.23,45.0133,93.45200000000003,162.1667
34,34_20190110_frames110304,34_20190110_frames110343,rubbing_hands,3,264.82099999999997,102.854,101.04300000000006,202.65800000000002
34,34_20190110_frames110304,34_20190110_frames110344,other_action,0,46.7543,69.8446,96.5487,296.58639999999997
34,34_20190110_frames110304,34_20190110_frames110344,other_action,2,210.46599999999998,44.0711,88.17999999999998,166.1249
34,34_20190110_frames110304,34_20190110_frames110344,rubbing_hands,3,242.02898550720002,102.6231884058,123.74101449279996,199.1218115942
34,34_20190110_frames110304,34_20190110_frames110345,other_action,0,46.1745,69.1468,103.3945,298.9502
34,34_20190110_frames110304,34_20190110_frames110345,other_action,2,212.088,41.4756,94.357,166.8884
34,34_20190110_frames110304,34_20190110_frames110345,rubbing_hands,3,250.0,99.0,114.63,204.589
34,34_20190110_frames110304,34_20190110_frames110346,other_action,0,51.4604,68.2954,110.8296,294.98159999999996
34,34_20190110_frames110304,34_20190110_frames110346,rubbing_hands,3,255.07246376810002,97.5507246377,111.29253623189999,208.29627536229998
34,34_20190110_frames110304,34_20190110_frames110346,other_action,2,213.0434782609,43.2028985507,102.89855072459997,172.46376811599998
34,34_20190110_frames110304,34_20190110_frames110347,other_action,0,53.1402,70.389,116.17079999999999,286.46799999999996
34,34_20190110_frames110304,34_20190110_frames110347,rubbing_hands,3,247.6513043478,91.5702753623,119.0153623189,220.4732028986
34,34_20190110_frames110304,34_20190110_frames110347,other_action,2,213.0434782609,43.92753623189999,106.5217391304,171.0144927536
34,34_20190110_frames110304,34_20190110_frames110348,other_action,0,55.1256,75.4131,123.56140000000002,287.3109
34,34_20190110_frames110304,34_20190110_frames110348,rubbing_hands,3,259.0823043478,90.9098376812,105.41044927539997,208.81479999999996
34,34_20190110_frames110304,34_20190110_frames110348,other_action,2,217.39130434779997,46.8260869565,99.27536231890002,166.6666666667
34,34_20190110_frames110304,34_20190110_frames110349,other_action,0,56.1891,72.8337,130.0629,292.50530000000003
34,34_20190110_frames110304,34_20190110_frames110349,rubbing_hands,3,245.65217391299998,95.3768115942,120.20482608699999,197.8991884058
34,34_20190110_frames110304,34_20190110_frames110349,other_action,2,223.9130434783,41.7536231884,92.75362318839998,170.28985507250002
34,34_20190110_frames110304,34_20190110_frames110350,other_action,0,55.3451,74.7942,145.1359,291.3318
34,34_20190110_frames110304,34_20190110_frames110350,rubbing_hands,3,245.65217391299998,99.72463768120001,120.28985507250005,207.97101449269996
34,34_20190110_frames110304,34_20190110_frames110350,other_action,2,220.2898550725,46.1014492754,96.3768115942,165.2173913043
34,34_20190110_frames110304,34_20190110_frames110351,other_action,0,62.6622,77.9499,162.50580000000002,278.89009999999996
34,34_20190110_frames110304,34_20190110_frames110351,rubbing_hands,3,257.9710144928,98.27536231879999,103.25498550719999,203.53963768120002
34,34_20190110_frames110304,34_20190110_frames110351,other_action,2,225.3623188406,49.7246376812,92.75362318839998,165.9420289855
34,34_20190110_frames110304,34_20190110_frames110352,other_action,0,65.9836,77.0706,170.8504,277.2194
34,34_20190110_frames110304,34_20190110_frames110352,rubbing_hands,3,261.59420289860003,98.27536231879999,100.72463768109998,210.14492753630003
34,34_20190110_frames110304,34_20190110_frames110352,other_action,2,227.5362318841,49.7246376812,94.20289855070001,167.39130434780003
34,34_20190110_frames110304,34_20190110_frames110353,other_action,0,72.5296,78.2755,166.89839999999998,272.52549999999997
34,34_20190110_frames110304,34_20190110_frames110353,rubbing_hands,3,266.6666666667,103.347826087,102.8985507246,206.52173913040002
34,34_20190110_frames110304,34_20190110_frames110353,other_action,2,221.7391304348,50.44927536229999,100.7246376811,165.94202898549997
34,34_20190110_frames110304,34_20190110_frames110354,other_action,0,75.9025,80.4351,166.3495,264.96989999999994
34,34_20190110_frames110304,34_20190110_frames110354,rubbing_hands,3,271.0144927536,102.6231884058,98.5507246377,210.14492753620002
34,34_20190110_frames110304,34_20190110_frames110354,other_action,2,227.5362318841,48.2753623188,93.47826086949999,167.3913043479
34,34_20190110_frames110304,34_20190110_frames110355,other_action,0,76.9344,78.54899999999999,169.1266,267.997
34,34_20190110_frames110304,34_20190110_frames110355,rubbing_hands,3,266.6666666667,101.17391304350001,100.0,213.0434782608
34,34_20190110_frames110304,34_20190110_frames110355,other_action,2,218.11594202900002,51.1739130435,101.44927536229997,165.94202898550003
34,34_20190110_frames110304,34_20190110_frames110356,other_action,0,77.8343,70.7356,168.6757,277.0863999999999
34,34_20190110_frames110304,34_20190110_frames110356,rubbing_hands,3,266.6666666667,98.27536231879999,102.8985507246,216.6666666667
34,34_20190110_frames110304,34_20190110_frames110356,other_action,2,222.4637681159,53.347826087,101.44927536240004,155.07246376809996
34,34_20190110_frames110304,34_20190110_frames110357,other_action,0,77.9178,76.0642,164.0412,268.5358
34,34_20190110_frames110304,34_20190110_frames110357,other_action,2,221.7391304348,43.92753623189999,97.82972463770002,162.6641014493
34,34_20190110_frames110304,34_20190110_frames110357,rubbing_hands,3,263.0434782609,100.4492753623,105.07246376810002,208.6956521739
34,34_20190110_frames110304,34_20190110_frames110358,other_action,0,78.5224,76.7993,165.94559999999998,266.9237
34,34_20190110_frames110304,34_20190110_frames110358,other_action,2,222.4637681159,46.1014492754,95.2032753624,166.93382608689998
34,34_20190110_frames110304,34_20190110_frames110358,rubbing_hands,3,266.6666666667,96.10144927540001,99.27536231880003,208.6956521739
34,34_20190110_frames110304,34_20190110_frames110359,other_action,0,77.3713,73.3126,167.17770000000002,270.0494
34,34_20190110_frames110304,34_20190110_frames110359,other_action,2,221.0144927536,45.3768115942,95.73191304350001,172.253826087
34,34_20190110_frames110304,34_20190110_frames110359,rubbing_hands,3,272.4637681159,102.6231884058,97.82608695660002,202.89855072460003
34,34_20190110_frames110304,34_20190110_frames110360,other_action,0,74.4724,70.2727,166.7846,275.28530000000006
34,34_20190110_frames110304,34_20190110_frames110360,other_action,2,222.4637681159,46.1014492754,94.11855072470001,172.90001449270002
34,34_20190110_frames110304,34_20190110_frames110360,rubbing_hands,3,270.8310724638,98.92472463770001,98.00950724630002,204.42310144929996
34,34_20190110_frames110304,34_20190110_frames110361,other_action,0,77.7043,71.3419,173.90370000000001,273.38509999999997
34,34_20190110_frames110304,34_20190110_frames110361,other_action,2,221.7391304348,46.8260869565,91.46492753620001,168.2161159421
34,34_20190110_frames110304,34_20190110_frames110361,rubbing_hands,3,265.2173913043,102.6231884058,106.88760869570001,196.8148115942
34,34_20190110_frames110304,34_20190110_frames110362,other_action,0,71.1161,69.8383,182.1909,278.8157
34,34_20190110_frames110304,34_20190110_frames110362,other_action,2,222.4637681159,45.3768115942,88.97218840580001,167.7659275362
34,34_20190110_frames110304,34_20190110_frames110362,rubbing_hands,3,258.6956521739,104.7971014493,114.40934782610003,194.0518985507
34,34_20190110_frames110304,34_20190110_frames110363,other_action,0,76.8661,71.4778,174.75989999999996,274.22819999999996
34,34_20190110_frames110304,34_20190110_frames110363,other_action,2,221.7391304348,48.2753623188,93.612,163.42427536239998
34,34_20190110_frames110304,34_20190110_frames110363,rubbing_hands,3,257.2463768116,104.7971014493,113.43662318840006,192.69289855070002
34,34_20190110_frames110304,34_20190110_frames110364,other_action,0,75.5763,72.1012,172.3397,272.7728
34,34_20190110_frames110304,34_20190110_frames110364,rubbing_hands,3,255.79710144930002,103.347826087,116.04489855069997,197.30517391300003
34,34_20190110_frames110304,34_20190110_frames110364,other_action,2,220.2898550725,46.8260869565,94.92753623180002,163.7681159421
34,34_20190110_frames110304,34_20190110_frames110365,other_action,0,77.1807,72.8725,176.5553,273.5885
34,34_20190110_frames110304,34_20190110_frames110365,rubbing_hands,3,256.5217391304,101.89855072459999,114.2922608696,200.67044927540002
34,34_20190110_frames110304,34_20190110_frames110365,other_action,2,217.39130434779997,49.0,94.92753623190004,164.4927536232
34,34_20190110_frames110304,34_20190110_frames110366,other_action,0,78.0819,73.1813,174.6551,272.64869999999996
34,34_20190110_frames110304,34_20190110_frames110366,rubbing_hands,3,253.62318840580002,101.89855072459999,116.15681159419995,202.5024492754
34,34_20190110_frames110304,34_20190110_frames110366,other_action,2,215.2173913043,49.7246376812,98.5507246377,160.14492753620002
34,34_20190110_frames110304,34_20190110_frames110367,other_action,0,77.7594,75.0205,178.2086,268.9665
34,34_20190110_frames110304,34_20190110_frames110367,rubbing_hands,3,253.1402173913,94.15162463770001,109.1786231884,205.57301304349994
34,34_20190110_frames110304,34_20190110_frames110367,other_action,2,216.467,52.1498,95.8518405797,158.4444028986
34,34_20190110_frames110304,34_20190110_frames110368,other_action,0,77.4917,75.8594,169.1243,270.86560000000003
34,34_20190110_frames110304,34_20190110_frames110368,other_action,2,216.6666666667,51.8985507246,88.0103768116,160.03099999999998
34,34_20190110_frames110304,34_20190110_frames110368,rubbing_hands,3,259.4202898551,100.4492753623,107.6397101449,189.19672463769996
34,34_20190110_frames200890,34_20190110_frames200890,rubbing_hands,0,489.108,100.014,150.66299999999995,375.50699999999995
34,34_20190110_frames200890,34_20190110_frames200890,other_action,1,96.3907,71.556,149.41230000000002,250.62100000000004
34,34_20190110_frames200890,34_20190110_frames200890,other_action,2,209.908,78.2682,91.63900000000004,111.86980000000001
34,34_20190110_frames200890,34_20190110_frames200890,other_action,3,243.84400000000002,113.743,112.52000000000001,178.962
34,34_20190110_frames200890,34_20190110_frames200891,rubbing_hands,0,498.42400000000004,100.824,140.96699999999993,372.087
34,34_20190110_frames200890,34_20190110_frames200891,other_action,1,98.0045,70.7114,146.21050000000002,250.1106
34,34_20190110_frames200890,34_20190110_frames200891,other_action,3,241.28400000000002,114.821,116.14000000000001,180.65200000000002
