video_id,clip_name,action_name,person_id,occlusion
42,42_20190214_frames042227,wearing_gloves,2,1
42,42_20190214_frames033913,wearing_gloves,2,0
42,42_20190214_frames033913,touching_patient,1,0
42,42_20190214_frames030513,rubbing_hands,1,0
42,42_20190214_frames030513,touching_equipment,2,1
42,42_20190214_frames016669,wearing_gloves,0,0
42,42_20190214_frames010683,wearing_gloves,2,0
42,42_20190214_frames008421,wearing_gloves,3,0
42,42_20190214_frames008421,touching_patient,1,0
42,42_20190214_frames000415,wearing_gloves,2,1
41,41_20190211_frames264008,removing_gloves,2,0
41,41_20190211_frames263566,wearing_gloves,0,1
41,41_20190211_frames263566,touching_patient,2,0
41,41_20190211_frames014784,wearing_gloves,0,0
40,40_20190208_frames046403,rubbing_hands,3,1
40,40_20190208_frames030763,wearing_gloves,1,0
40,40_20190208_frames026493,rubbing_hands,1,1
40,40_20190208_frames026493,touching_equipment,0,0
40,40_20190208_frames012549,rubbing_hands,0,1
40,40_20190208_frames011317,wearing_gloves,1,1
38,38_20190119_frames006793,rubbing_hands,2,0
38,38_20190119_frames006793,rubbing_hands,5,0
38,38_20190119_frames006768,rubbing_hands,5,0
38,38_20190119_frames006673,rubbing_hands,5,0
38,38_20190119_frames006587,rubbing_hands,6,0
38,38_20190119_frames006438,rubbing_hands,5,1
38,38_20190119_frames006222,rubbing_hands,6,0
38,38_20190119_frames006077,rubbing_hands,7,0
38,38_20190119_frames006025,rubbing_hands,5,0
38,38_20190119_frames005935,rubbing_hands,4,0
38,38_20190119_frames005919,rubbing_hands,5,0
38,38_20190119_frames005853,rubbing_hands,2,0
38,38_20190119_frames005853,rubbing_hands,6,0
38,38_20190119_frames005795,rubbing_hands,5,0
38,38_20190119_frames005759,rubbing_hands,1,0
38,38_20190119_frames005575,rubbing_hands,0,0
38,38_20190119_frames005575,rubbing_hands,3,0
38,38_20190119_frames005575,rubbing_hands,5,0
38,38_20190119_frames005507,rubbing_hands,5,0
38,38_20190119_frames005507,rubbing_hands,4,1
38,38_20190119_frames005507,rubbing_hands,1,1
38,38_20190119_frames005480,rubbing_hands,0,0
38,38_20190119_frames005480,rubbing_hands,3,0
38,38_20190119_frames005480,rubbing_hands,4,0
38,38_20190119_frames005327,rubbing_hands,3,1
38,38_20190119_frames005327,rubbing_hands,4,0
38,38_20190119_frames004758,rubbing_hands,1,0
38,38_20190119_frames004758,touching_equipment,0,1
38,38_20190119_frames004411,rubbing_hands,1,0
38,38_20190119_frames004411,rubbing_hands,3,0
38,38_20190119_frames004283,rubbing_hands,1,0
38,38_20190119_frames004283,rubbing_hands,3,0
38,38_20190119_frames004034,rubbing_hands,0,0
38,38_20190119_frames004034,rubbing_hands,1,0
38,38_20190119_frames004034,rubbing_hands,2,0
38,38_20190119_frames004034,rubbing_hands,3,0
38,38_20190119_frames004034,rubbing_hands,4,0
38,38_20190119_frames003940,rubbing_hands,,
38,38_20190119_frames003896,rubbing_hands,1,0
38,38_20190119_frames003896,rubbing_hands,3,0
38,38_20190119_frames003896,rubbing_hands,4,0
38,38_20190119_frames003766,rubbing_hands,3,0
38,38_20190119_frames003589,rubbing_hands,1,0
38,38_20190119_frames003589,rubbing_hands,3,0
38,38_20190119_frames003544,rubbing_hands,1,0
38,38_20190119_frames003544,rubbing_hands,2,0
38,38_20190119_frames003544,rubbing_hands,3,0
38,38_20190119_frames003401,rubbing_hands,0,0
38,38_20190119_frames003401,rubbing_hands,1,0
38,38_20190119_frames003401,rubbing_hands,4,1
38,38_20190119_frames003401,rubbing_hands,5,0
38,38_20190119_frames003381,rubbing_hands,1,0
38,38_20190119_frames003381,rubbing_hands,4,0
38,38_20190119_frames003359,rubbing_hands,1,0
38,38_20190119_frames003273,rubbing_hands,6,0
38,38_20190119_frames003002,rubbing_hands,0,0
38,38_20190119_frames003002,rubbing_hands,1,1
38,38_20190119_frames003002,rubbing_hands,3,1
38,38_20190119_frames002986,rubbing_hands,0,0
38,38_20190119_frames002986,rubbing_hands,1,1
38,38_20190119_frames002915,rubbing_hands,6,0
38,38_20190119_frames002743,rubbing_hands,3,0
38,38_20190119_frames002743,rubbing_hands,4,0
38,38_20190119_frames002696,rubbing_hands,3,1
38,38_20190119_frames002696,rubbing_hands,4,1
38,38_20190119_frames002658,rubbing_hands,0,0
38,38_20190119_frames002658,rubbing_hands,3,0
38,38_20190119_frames002629,rubbing_hands,0,1
38,38_20190119_frames002629,rubbing_hands,2,0
38,38_20190119_frames002629,rubbing_hands,3,0
38,38_20190119_frames002613,rubbing_hands,0,1
38,38_20190119_frames002588,rubbing_hands,0,0
38,38_20190119_frames002503,rubbing_hands,1,0
38,38_20190119_frames002503,rubbing_hands,3,0
38,38_20190119_frames002412,rubbing_hands,1,0
38,38_20190119_frames002412,rubbing_hands,3,0
38,38_20190119_frames002386,rubbing_hands,3,1
38,38_20190119_frames002353,rubbing_hands,1,0
38,38_20190119_frames002327,rubbing_hands,1,0
38,38_20190119_frames002284,rubbing_hands,1,0
38,38_20190119_frames002255,rubbing_hands,1,0
38,38_20190119_frames002191,rubbing_hands,1,0
38,38_20190119_frames002158,rubbing_hands,1,0
38,38_20190119_frames002158,touching_equipment,0,0
38,38_20190119_frames002060,rubbing_hands,1,0
38,38_20190119_frames002040,rubbing_hands,1,0
38,38_20190119_frames001749,rubbing_hands,0,0
38,38_20190119_frames001749,rubbing_hands,1,1
38,38_20190119_frames001749,rubbing_hands,3,0
38,38_20190119_frames001707,rubbing_hands,0,0
38,38_20190119_frames001707,rubbing_hands,1,0
38,38_20190119_frames001707,rubbing_hands,3,0
38,38_20190119_frames001707,rubbing_hands,4,1
38,38_20190119_frames001651,rubbing_hands,0,0
38,38_20190119_frames001651,rubbing_hands,1,0
38,38_20190119_frames001651,rubbing_hands,3,0
38,38_20190119_frames001651,rubbing_hands,4,0
38,38_20190119_frames001630,rubbing_hands,1,0
38,38_20190119_frames001630,rubbing_hands,3,0
38,38_20190119_frames001600,rubbing_hands,0,0
38,38_20190119_frames001600,rubbing_hands,3,0
38,38_20190119_frames001576,rubbing_hands,0,1
38,38_20190119_frames001576,rubbing_hands,1,0
38,38_20190119_frames001576,rubbing_hands,3,0
38,38_20190119_frames001553,rubbing_hands,0,0
38,38_20190119_frames001553,rubbing_hands,1,0
38,38_20190119_frames001553,rubbing_hands,2,0
38,38_20190119_frames001553,rubbing_hands,3,0
38,38_20190119_frames001529,rubbing_hands,0,0
38,38_20190119_frames001432,rubbing_hands,6,0
38,38_20190119_frames001432,rubbing_hands,3,1
38,38_20190119_frames001352,rubbing_hands,6,0
38,38_20190119_frames001260,rubbing_hands,6,0
38,38_20190119_frames001260,rubbing_hands,3,0
38,38_20190119_frames001233,rubbing_hands,6,0
38,38_20190119_frames001149,rubbing_hands,6,0
38,38_20190119_frames001069,rubbing_hands,5,0
38,38_20190119_frames001069,rubbing_hands,6,1
38,38_20190119_frames000911,rubbing_hands,4,1
38,38_20190119_frames000911,rubbing_hands,5,0
38,38_20190119_frames000858,rubbing_hands,4,0
38,38_20190119_frames000640,rubbing_hands,2,0
38,38_20190119_frames000640,rubbing_hands,4,0
38,38_20190119_frames000592,rubbing_hands,2,
38,38_20190119_frames000538,rubbing_hands,3,0
38,38_20190119_frames000447,rubbing_hands,2,0
38,38_20190119_frames000447,rubbing_hands,0,1
38,38_20190119_frames000447,rubbing_hands,3,0
38,38_20190119_frames000431,rubbing_hands,1,0
38,38_20190119_frames000431,rubbing_hands,2,0
38,38_20190119_frames000382,rubbing_hands,0,0
38,38_20190119_frames000382,rubbing_hands,1,0
38,38_20190119_frames000300,rubbing_hands,0,0
38,38_20190119_frames000300,rubbing_hands,1,0
38,38_20190119_frames000270,rubbing_hands,0,0
38,38_20190119_frames000247,rubbing_hands,1,0
38,38_20190119_frames000213,rubbing_hands,0,0
38,38_20190119_frames000213,rubbing_hands,1,0
38,38_20190119_frames000187,rubbing_hands,1,0
38,38_20190119_frames000159,rubbing_hands,0,0
38,38_20190119_frames000109,rubbing_hands,0,0
35,35_20190114_frames140189,wearing_gloves,0,0
35,35_20190114_frames044083,wearing_gloves,0,0
35,35_20190114_frames043987,removing_gloves,0,0
35,35_20190114_frames043844,wearing_gloves,0,0
35,35_20190114_frames001605,wearing_gloves,2,1
35,35_20190114_frames001478,wearing_gloves,1,0
34,34_20190110_frames200890,rubbing_hands,0,0
34,34_20190110_frames200302,removing_gloves,0,0
34,34_20190110_frames196122,wearing_gloves,1,1
34,34_20190110_frames195847,removing_gloves,1,0
34,34_20190110_frames195716,wearing_gloves,1,0
34,34_20190110_frames113215,removing_gloves,0,0
34,34_20190110_frames112231,removing_gloves,2,1
34,34_20190110_frames110304,rubbing_hands,3,0
34,34_20190110_frames103839,rubbing_hands,0,0
34,34_20190110_frames094061,rubbing_hands,2,0
34,34_20190110_frames093943,rubbing_hands,1,0
34,34_20190110_frames093678,rubbing_hands,0,0
34,34_20190110_frames067149,wearing_gloves,0,0
34,34_20190110_frames062125,wearing_gloves,0,0
34,34_20190110_frames061876,wearing_gloves,0,0
34,34_20190110_frames060785,rubbing_hands,3,1
34,34_20190110_frames047847,wearing_gloves,0,0
34,34_20190110_frames027367,wearing_gloves,2,0
34,34_20190110_frames027275,removing_gloves,1,0
34,34_20190110_frames027142,wearing_gloves,2,0
34,34_20190110_frames013933,wearing_gloves,3,1
34,34_20190110_frames012438,removing_gloves,2,1
34,34_20190110_frames000858,wearing_gloves,0,0
34,34_20190110_frames000844,removing_gloves,2,0
34,34_20190110_frames000794,wearing_gloves,1,0
31,31_20181231_frames122413,removing_gloves,0,0
31,31_20181231_frames121358,rubbing_hands,1,0
31,31_20181231_frames121358,touching_patient,0,0
31,31_20181231_frames105917,rubbing_hands,3,1
31,31_20181231_frames105917,touching_patient,2,0
31,31_20181231_frames105489,wearing_gloves,0,0
31,31_20181231_frames105393,removing_gloves,0,0
31,31_20181231_frames063676,rubbing_hands,2,0
31,31_20181231_frames063676,touching_patient,1,0
31,31_20181231_frames062897,rubbing_hands,0,0
31,31_20181231_frames062897,touching_patient,1,0
31,31_20181231_frames059954,wearing_gloves,0,0
31,31_20181231_frames059774,rubbing_hands,0,0
31,31_20181231_frames059774,touching_patient,1,0
31,31_20181231_frames059749,rubbing_hands,0,0
31,31_20181231_frames059749,touching_patient,1,0
31,31_20181231_frames058167,rubbing_hands,0,0
31,31_20181231_frames053580,wearing_gloves,3,1
31,31_20181231_frames053543,wearing_gloves,3,1
31,31_20181231_frames025175,wearing_gloves,0,0
31,31_20181231_frames023341,rubbing_hands,1,0
31,31_20181231_frames019965,wearing_gloves,2,0
31,31_20181231_frames000179,wearing_gloves,2,0
29,29_20181227_frames198101,wearing_gloves,1,1
29,29_20181227_frames197973,wearing_gloves,0,1
29,29_20181227_frames193001,removing_gloves,2,0
29,29_20181227_frames193001,touching_patient,0,0
29,29_20181227_frames190067,wearing_gloves,2,0
28,28_20181226_frames023555,rubbing_hands,0,0
2,2_20181112_frames005208,touching_equipment,,
2,2_20181112_frames003245,touching_equipment,3,1
2,2_20181112_frames002347,touching_equipment,2,1
2,2_20181112_frames002347,touching_equipment,4,0
2,2_20181112_frames002282,touching_equipment,4,1
2,2_20181112_frames001545,touching_equipment,2,0
2,2_20181112_frames001485,wearing_gloves,0,0
2,2_20181112_frames001413,touching_equipment,3,1
2,2_20181112_frames001356,removing_gloves,2,0
2,2_20181112_frames001279,wearing_gloves,2,0
2,2_20181112_frames001128,touching_equipment,0,0
17,17_20181203_frames291556,removing_gloves,,1
17,17_20181203_frames289153,wearing_gloves,1,0
17,17_20181203_frames289153,touching_patient,3,0
17,17_20181203_frames288148,touching_equipment,,1
17,17_20181203_frames161323,rubbing_hands,3,0
17,17_20181203_frames161323,touching_patient,4,1
17,17_20181203_frames153118,touching_equipment,0,0
17,17_20181203_frames152754,touching_equipment,2,0
17,17_20181203_frames151671,touching_equipment,0,0
17,17_20181203_frames151388,touching_equipment,0,0
17,17_20181203_frames149561,touching_equipment,0,0
17,17_20181203_frames148271,touching_equipment,0,0
17,17_20181203_frames134218,touching_equipment,0,0
17,17_20181203_frames134166,removing_gloves,0,1
17,17_20181203_frames128549,wearing_gloves,0,0
17,17_20181203_frames128549,touching_patient,2,0
17,17_20181203_frames069764,touching_equipment,1,0
17,17_20181203_frames069764,touching_patient,0,0
17,17_20181203_frames067071,touching_equipment,0,0
17,17_20181203_frames065432,touching_equipment,0,0
17,17_20181203_frames065242,touching_equipment,0,0
17,17_20181203_frames065033,touching_equipment,0,0
17,17_20181203_frames064879,wearing_gloves,0,0
17,17_20181203_frames064836,wearing_gloves,0,1
17,17_20181203_frames064735,wearing_gloves,0,0
17,17_20181203_frames064488,touching_equipment,1,0
17,17_20181203_frames064332,wearing_gloves,1,0
17,17_20181203_frames064016,rubbing_hands,0,0
17,17_20181203_frames063984,rubbing_hands,0,0
17,17_20181203_frames063389,touching_equipment,1,0
17,17_20181203_frames054568,touching_equipment,,1
17,17_20181203_frames053886,wearing_gloves,2,0
17,17_20181203_frames053886,touching_patient,1,0
17,17_20181203_frames050441,touching_equipment,1,0
17,17_20181203_frames050384,wearing_gloves,2,1
17,17_20181203_frames050384,touching_patient,1,0
17,17_20181203_frames050349,wearing_gloves,2,1
17,17_20181203_frames050349,touching_patient,1,0
17,17_20181203_frames049557,touching_equipment,,1
17,17_20181203_frames047600,touching_equipment,0,0
17,17_20181203_frames047342,wearing_gloves,1,0
17,17_20181203_frames047342,wearing_gloves,2,1
17,17_20181203_frames047275,wearing_gloves,0,0
17,17_20181203_frames047232,wearing_gloves,0,0
17,17_20181203_frames045913,touching_equipment,0,1
17,17_20181203_frames045813,touching_equipment,1,0
17,17_20181203_frames045765,touching_equipment,0,0
17,17_20181203_frames045765,touching_patient,1,0
17,17_20181203_frames045204,touching_equipment,1,0
17,17_20181203_frames045204,touching_patient,0,0
17,17_20181203_frames012203,rubbing_hands,2,0
17,17_20181203_frames012203,touching_patient,0,0
17,17_20181203_frames010453,touching_equipment,2,0
17,17_20181203_frames007402,touching_equipment,0,0
17,17_20181203_frames007137,touching_equipment,0,0
17,17_20181203_frames007137,touching_patient,1,0
17,17_20181203_frames007097,touching_equipment,0,0
17,17_20181203_frames006100,touching_equipment,0,0
17,17_20181203_frames005996,wearing_gloves,0,0
17,17_20181203_frames005032,wearing_gloves,0,0
17,17_20181203_frames005032,touching_patient,1,0
11,11_20181126_frames196890,touching_equipment,0,0
11,11_20181126_frames196890,touching_patient,1,0
11,11_20181126_frames194125,touching_equipment,0,0
11,11_20181126_frames194125,touching_patient,2,1
11,11_20181126_frames193869,touching_equipment,0,0
11,11_20181126_frames193838,touching_equipment,1,0
11,11_20181126_frames193838,touching_patient,2,0
11,11_20181126_frames175019,touching_equipment,1,0
11,11_20181126_frames174405,touching_equipment,,1
11,11_20181126_frames173240,touching_patient,1,0
11,11_20181126_frames172481,touching_equipment,0,1
11,11_20181126_frames172445,touching_equipment,0,0
11,11_20181126_frames172445,touching_patient,3,0
11,11_20181126_frames172097,touching_equipment,0,0
11,11_20181126_frames172097,touching_patient,1,0
11,11_20181126_frames171977,touching_equipment,3,1
11,11_20181126_frames171977,touching_patient,0,0
11,11_20181126_frames170156,touching_equipment,0,0
11,11_20181126_frames149624,wearing_gloves,0,
11,11_20181126_frames149567,wearing_gloves,0,
11,11_20181126_frames149426,removing_gloves,2,
11,11_20181126_frames149298,touching_equipment,1,
11,11_20181126_frames143806,wearing_gloves,0,
11,11_20181126_frames097043,touching_equipment,3,1
11,11_20181126_frames096625,wearing_gloves,4,
11,11_20181126_frames096208,touching_equipment,0,
11,11_20181126_frames094998,touching_equipment,2,
11,11_20181126_frames094938,touching_equipment,2,
11,11_20181126_frames094503,touching_equipment,1,
11,11_20181126_frames093963,touching_equipment,1,
11,11_20181126_frames093769,touching_equipment,1,
11,11_20181126_frames093270,touching_equipment,1,
11,11_20181126_frames093151,touching_equipment,2,
11,11_20181126_frames090702,wearing_gloves,0,
11,11_20181126_frames080416,touching_equipment,0,
11,11_20181126_frames077658,wearing_gloves,1,
11,11_20181126_frames077122,wearing_gloves,1,
11,11_20181126_frames072889,removing_gloves,0,
11,11_20181126_frames071776,wearing_gloves,1,
11,11_20181126_frames008980,touching_equipment,0,
11,11_20181126_frames008342,touching_equipment,1,
11,11_20181126_frames008300,touching_equipment,0,
11,11_20181126_frames008121,touching_equipment,2,
11,11_20181126_frames007641,touching_equipment,2,
11,11_20181126_frames006711,touching_equipment,0,
11,11_20181126_frames006231,touching_equipment,0,
11,11_20181126_frames006188,wearing_gloves,1,
11,11_20181126_frames005977,touching_equipment,3,
11,11_20181126_frames004652,touching_equipment,0,
11,11_20181126_frames004428,touching_equipment,1,
11,11_20181126_frames004038,touching_equipment,1,
11,11_20181126_frames003934,touching_equipment,0,
11,11_20181126_frames003893,touching_equipment,0,
11,11_20181126_frames003859,touching_equipment,1,
11,11_20181126_frames003702,touching_equipment,0,
11,11_20181126_frames003443,touching_equipment,0,
11,11_20181126_frames002877,touching_equipment,1,
11,11_20181126_frames002565,touching_equipment,1,
11,11_20181126_frames002066,touching_equipment,4,
11,11_20181126_frames001701,touching_equipment,0,
11,11_20181126_frames001605,touching_equipment,3,
11,11_20181126_frames001478,touching_equipment,2,
11,11_20181126_frames001478,touching_equipment,0,
11,11_20181126_frames001383,touching_equipment,2,
11,11_20181126_frames001383,touching_patient,0,
11,11_20181126_frames001335,touching_equipment,2,
11,11_20181126_frames000699,touching_equipment,0,
11,11_20181126_frames000193,touching_equipment,0,
1,1_20180806_frames001229,rubbing_hands,0,0
1,1_20180806_frames001191,rubbing_hands,0,0
1,1_20180806_frames001130,rubbing_hands,1,0
1,1_20180806_frames001060,rubbing_hands,1,0
